,SGC ID for Component,Comp Acc Mass,mz,SMILES,IA,IA_Peak1,IA_Peak2,IA_Rs,IA_ΔRT,IA_Mean RT,k1,k2,IA_α,IB,IB_Peak1,IB_Peak2,IB_Rs,IB_ΔRT,IB_Mean RT,k1,k2,IB_α,IC,IC_Peak1,IC_Peak2,IC_Rs,IC_ΔRT,IC_Mean RT,k1,k2,IC_α,IG,IG_Peak1,IG_Peak2,IG_Rs,IG_ΔRT,IG_Mean RT,k1,k2,IG_α
12343,XS840526b,329.0922011,330.0994861,CC1CN(CCN1C2=NC=CS2)C=3N=CC=C(N3)C(F)(F)F,GREEN,13.198,16.296,6.196,3.098,14.747,25.396,31.592,1.243975429,GREEN,12.489,12.67,0.362,0.181,12.5795,23.978,24.34,1.015097172,GREEN,12.757,12.951,0.388,0.194,12.854,24.514,25.902,1.056620707,GREEN,17.009,22.544,11.07,5.535,19.7765,33.018,44.088,1.33527167
12344,XS848957a,331.1354479,332.1427329,CCOC=1N=CC=CC1CNC(=O)N2CCCC2C3=CC=CS3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,14.421,18.136,7.43,3.715,16.2785,27.842,35.272,1.266863013
12345,XS848960a,331.072369,332.079654,O=C(CNC(=O)C1CC=2C=C(Cl)C=CC2O1)NC=3C=CC=NC3,GREEN,12.58,14.546,3.932,1.966,13.563,24.16,28.092,1.162748344,GREEN,12.174,13.402,2.456,1.228,12.788,23.348,25.804,1.105191023,GREEN,12.825,13.94,2.23,1.115,13.3825,24.65,27.88,1.131034483,GREEN,20.525,21.777,2.504,1.252,21.151,40.05,42.554,1.062521848
12346,XS842708b,329.1739416,330.1812266,CC(C)N1C=NC=2C=CC(=CC21)CNC(=O)C3(CC3(C)C)C(=O)O,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,
12347,XS848959a,328.189926,329.197211,CCN1CC(CC1=O)C(=O)N(C)CC2=NC=3C=CC=CC3N2CC,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12348,XS838559b,330.1804239,331.1877089,C1=CN=C(N=C1)N2CCC(CC2)C3=NN=C(NCC4CCCO4)O3,GREEN,16.658,17.701,2.086,1.043,17.1795,32.316,34.402,1.064550068,single,,,,,,,,,single,,,,,,,,,GREEN,27.41,27.928,1.036,0.518,27.669,53.82,54.856,1.01924935
12349,XS848958a,329.1964084,330.2036934,CC1=NN=C2C=CC(=NN12)N3CCN(CC3)C(C)C(=O)NC4CC4,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
12350,XS820111b,328.1357823,329.1430673,O=C(NCCC1=NN=CN1C2CC2)C3SCCC=4C=CC=CC43,single,,,,,,,,,GREEN,8.791,9.227,0.872,0.436,9.009,16.582,17.454,1.052587143,single,,,,,,,,,GREEN,11.445,12.522,2.154,1.077,11.9835,21.89,24.044,1.098401096
12351,XS848951a,329.1463449,330.1536299,CCC1=NC(=NO1)C2CCCN2CC3=NC=CN3CC(F)(F)F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12352,XS842377b,330.1116757,331.1189607,O=C1NC(NC=2C=CC=CC12)C3=CNN=C3C4=CC=5C=CC=CC5O4,RED,,,,,,,,,GREEN,13.402,14.952,3.1,1.55,14.177,25.804,28.904,1.120136413,GREEN,12.235,17.452,10.434,5.217,14.8435,23.47,34.904,1.487175117,GREEN,13.238,14.755,3.034,1.517,13.9965,25.476,28.51,1.119092479
12353,XS848952a,328.1786926,329.1859776,COC=1C=CC(NC(=O)NC(CCCO)C=2C=CC=CC2)=C(C)C1,single,,,,,,,,,GREEN,9.365,9.522,0.314,0.157,9.4435,17.73,18.044,1.017710096,check,,,,,,,,,GREEN,10.571,11.445,1.748,0.874,11.008,20.142,21.89,1.086783835
12354,XS848953a,326.1542894,327.1615744,CN1C=CC=C1C2CCCCN2C(=O)C=3C=C(F)C=C4NC=NC34,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
12355,XS838731b,327.194677,328.201962,CC=1C=CC=C2C1NC(=O)C23NC(C)(C)C(=O)N3CC4CCCC4,single,,,,,,,,,GREEN,9.365,9.784,0.838,0.419,9.5745,17.73,18.568,1.047264523,GREEN,10.762,11.054,0.584,0.292,10.908,20.524,22.108,1.077177938,GREEN,10.447,11.36,1.826,0.913,10.9035,19.894,21.72,1.091786468
12356,XS848954a,330.1691906,331.1764756,CCN1C(=O)N(CC(=O)N2CCCC(C2)C(N)=O)C=3C=CC=CC31,RED,,,,,,,,,GREEN,7.618,8.049,0.862,0.431,7.8335,14.236,15.098,1.060550716,RED,,,,,,,,,RED,,,,,,,,
12357,XS475430b,335.1746103,336.1818953,O=C(C=1C=CN(N1)C=2C=CC=CC2)N3CCCCC3CN4C=CC=N4,GREEN,12.099,12.417,0.636,0.318,12.258,23.198,23.834,1.027416157,GREEN,11.727,11.879,0.304,0.152,11.803,22.454,22.758,1.01353879,GREEN,15.541,15.86,0.638,0.319,15.7005,30.082,31.72,1.054451167,GREEN,16.818,19.042,4.448,2.224,17.93,32.636,37.084,1.136291212
12358,XS848966a,336.1586259,337.1659109,CN1C(=CC=2C=CC=CC21)C(=O)N3CCCC3C4=NOC(=N4)C5CC5,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12359,XS848971a,333.1800896,334.1873746,COC=1C=CN=C(N1)N2CCCN(CC2)C(=O)C3CC(=O)N(C)C3,single,,,,,,,,,single,,,,,,,,,GREEN,19.314,21.527,4.426,2.213,20.4205,37.628,43.054,1.144201127,single,,,,,,,,
12360,XS848970a,326.1742759,327.1815609,CC1=NOC(=N1)C2CCCN(C2)C(=O)CN3CCC=4C=CC=CC43,GREEN,12.542,12.977,0.87,0.435,12.7595,24.084,24.954,1.036123568,GREEN,12.996,13.3,0.608,0.304,13.148,24.992,25.6,1.024327785,GREEN,17.179,18.437,2.516,1.258,17.808,33.358,36.874,1.105402003,GREEN,18.537,19.042,1.01,0.505,18.7895,36.074,37.084,1.027998004
12361,XS837146b,334.1084201,335.1157051,C=CCN(CC=C)C(=O)N1CC=2C=C(Cl)C=CC2C(C1)C(=O)O,single,,,,,,,,,single,,,,,,,,,GREEN,12.225,12.495,0.54,0.27,12.36,23.45,24.99,1.065671642,GREEN,13.601,14.173,1.144,0.572,13.887,26.202,27.346,1.043660789
12362,XS848961a,333.1371792,334.1444642,CC1=CN2N=C(SC2=N1)N3CCOC(CN4N=C(C)N=C4C)C3,GREEN,6.711,7.199,0.976,0.488,6.955,12.422,13.398,1.078570279,single,,,,,,,,,GREEN,17.512,19.512,4,2,18.512,34.024,39.024,1.146955091,GREEN,12.311,13.696,2.77,1.385,13.0035,23.622,26.392,1.117263568
12363,XS848968a,333.151098,334.158383,CCN(CC)C(CNC(=O)C=1C=C(ON1)C2CC2)C=3C=CSC3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12364,XS841506b,332.1273258,333.1346108,CC(OC=1C=CC(C#N)=CC1)C(=O)NC=2C=CC=CC2N3C=CN=C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12365,XS848967a,332.2099928,333.2172778,CC(NC(=O)CC(C)(C)C)C(=O)NCCC=1C=CC=2OCCC2C1,GREEN,10.571,11.186,1.23,0.615,10.8785,20.142,21.372,1.061066428,GREEN,9.918,10.107,0.378,0.189,10.0125,18.836,19.214,1.020067955,GREEN,11.712,12.932,2.44,1.22,12.322,22.424,25.864,1.153407064,GREEN,12.808,14.364,3.112,1.556,13.586,24.616,27.728,1.126421839
12366,XS660698b,335.1269914,336.1342764,O=C(O)CC(NC(=O)C=1C=CN(N1)C=2C=CC=CC2)C=3C=CC=CC3,GREEN,10.849,11.176,0.654,0.327,11.0125,20.698,21.352,1.031597256,GREEN,10.606,11.034,0.856,0.428,10.82,20.212,21.068,1.042351079,GREEN,11.112,11.585,0.946,0.473,11.3485,21.224,23.17,1.091688654,GREEN,10.741,11.676,1.87,0.935,11.2085,20.482,22.352,1.091299678
12367,XS478409b,334.1892573,335.1965423,COCC=1C=CC=CC1CNC(=O)CN2CCCCC(OC)C2=O,GREEN,8.708,8.95,0.484,0.242,8.829,16.416,16.9,1.029483431,GREEN,8.723,8.935,0.424,0.212,8.829,16.446,16.87,1.025781345,single,,,,,,,,,GREEN,11.264,13.363,4.198,2.099,12.3135,21.528,25.726,1.195001858
12368,XS848964a,333.0816981,334.0889831,CC(C)(C)NC(=O)CSC1=NN=C(O1)C2CCS(=O)(=O)C2,GREEN,10.686,11.551,1.73,0.865,11.1185,20.372,22.102,1.084920479,single,,,,,,,,,GREEN,11.247,11.508,0.522,0.261,11.3775,21.494,23.016,1.070810459,GREEN,22.387,23.109,1.444,0.722,22.748,43.774,45.218,1.032987618
12369,XS848965a,332.1670824,333.1743674,CCC1=CSC(=N1)C2CCCN(C2)C(=O)CCCN3C=CC=N3,GREEN,11.821,12.754,1.866,0.933,12.2875,22.642,24.508,1.082413214,single,,,,,,,,,single,,,,,,,,,GREEN,19.938,23.634,7.392,3.696,21.786,38.876,46.268,1.190143019
12370,XS848962a,332.1419303,333.1492153,CCC1=NN2C(=O)C=C(CNC(C)CN3C=C(C)C=N3)N=C2S1,single,,,,,,,,,RED,,,,,,,,,single,,,,,,,,,RED,,,,,,,,
12371,XS521295b,331.1696052,332.1768902,CC(NC(=O)C1=CC=CN1)C=2C=C(F)C=CC2N3CCC(O)CC3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12372,XS840467b,336.111007,337.118292,COC(=O)C(NC(=O)C1=CC(=O)C=2C=CC=CC2N1)C=3C=CC=CC3,GREEN,12.446,12.793,0.694,0.347,12.6195,23.892,24.586,1.02904738,single,,,,,,,,,GREEN,12.456,13.107,1.302,0.651,12.7815,23.912,26.214,1.096269655,GREEN,15.898,16.627,1.458,0.729,16.2625,30.796,32.254,1.047343811
12373,XS837978b,335.0827436,336.0900286,O=C(O)C(CC=1C=COC1)NS(=O)(=O)C=2C=CC=C(C2)C3CC3,RED,,,,,,,,,GREEN,7.857,9.265,2.816,1.408,8.561,14.714,17.53,1.191382357,RED,,,,,,,,,RED,,,,,,,,
12374,XS848969a,334.0444379,335.0517229,CC(OC=1C=CC(Cl)=CC1)C(=O)NC2=NC(=NN2)C(F)(F)F,GREEN,12.359,13.633,2.548,1.274,12.996,23.718,26.266,1.107428957,GREEN,10.338,10.548,0.42,0.21,10.443,19.676,20.096,1.021345802,single,,,,,,,,,GREEN,13.219,14.955,3.472,1.736,14.087,25.438,28.91,1.136488718
12375,XS839039b,336.0503959,337.0576809,O=S1(=O)CCC(C1)C2=CN(CC=3N=COC3C(F)(F)F)N=N2,GREEN,8.378,8.582,0.408,0.204,8.48,15.756,16.164,1.025894897,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12376,XS431231b,331.2120584,332.2193434,CCN1CCN(CC1C2=NC=CN2C)C(=O)NC=3C=C(C)N(C)N3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12377,XS842002b,334.1542092,335.1614942,CCC1=NN2CCCC(NC=3N=CN=C4C=5C=CC=CC5OC34)C2=N1,GREEN,11.07,11.907,1.674,0.837,11.4885,21.14,22.814,1.079186377,GREEN,9.85,11.527,3.354,1.677,10.6885,18.7,22.054,1.179358289,GREEN,15.976,19.71,7.468,3.734,17.843,30.952,39.42,1.273584906,GREEN,13.696,14.078,0.764,0.382,13.887,26.392,27.156,1.028948166
12378,XS598427b,336.1397823,337.1470673,CC(C=1C=CN=CC1)N(C)C(=O)NC=2C=CC=C(N2)OCC(F)F,single,,,,,,,,,single,,,,,,,,,GREEN,10.319,10.54,0.442,0.221,10.4295,19.638,21.08,1.073429066,GREEN,11.724,13.363,3.278,1.639,12.5435,22.448,25.726,1.146026372
12379,XS836825b,333.1147125,334.1219975,CC=1C=C(O)N=C(N1)C(C)N2CCS(=O)(=O)C=3C=CC=CC3C2,single,,,,,,,,,single,,,,,,,,,GREEN,15.551,16.376,1.65,0.825,15.9635,30.102,32.752,1.088034018,GREEN,10.447,11.112,1.33,0.665,10.7795,19.894,21.224,1.066854328
12380,XS553729b,335.1633769,336.1706619,COC=1C=CC=2C=C(NC2C1)C(=O)N(C(C)C=3C=CC=NC3)C4CC4,GREEN,17.067,22.145,10.156,5.078,19.606,33.134,43.29,1.306512947,GREEN,13.574,14.127,1.106,0.553,13.8505,26.148,27.254,1.04229769,GREEN,16.868,17.62,1.504,0.752,17.244,32.736,35.24,1.076490714,RED,,,,,,,,
12381,XS755024b,332.1040035,333.1112885,COC=1C=C(C=CC1Cl)C(=O)N2CCCC2C=3C=CC(N)=NN3,single,,,,,,,,,RED,,,,,,,,,GREEN,7.383,8.224,1.682,0.841,7.8035,13.766,16.448,1.194827837,GREEN,6.509,7.221,1.424,0.712,6.865,12.018,13.442,1.118488933
12382,XS848963a,334.1351136,335.1423986,CCCOC1CCCN(C1)C(=O)CC2=COC(=N2)C3=CC=CS3,GREEN,14.224,15.581,2.714,1.357,14.9025,27.448,30.162,1.098877878,single,,,,,,,,,single,,,,,,,,,GREEN,20.872,22.1,2.456,1.228,21.486,40.744,43.2,1.060278814
12383,XS840140b,339.0332066,340.0404916,O=C(O)C(CNS(=O)(=O)C=1C=CC=CC1Cl)C=2C=CC=CC2,RED,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,GREEN,10.628,11.35,1.444,0.722,10.989,20.256,21.7,1.07128752
12384,XS842487b,338.1161094,339.1233944,CC1CCCN(C1)S(=O)(=O)NC=2C=CC(=CC2)N3N=NNC3=O,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,20.834,22.276,2.884,1.442,21.555,40.668,43.552,1.070915708
12385,XS848973a,337.1426415,338.1499265,CCC(NC(=O)CN1C(=O)C=2C=CC=NC2C1=O)C=3C=CC(C)=CC3,RED,,,,,,,,,RED,,,,,,,,,GREEN,10.309,10.54,0.462,0.231,10.4245,19.618,21.08,1.074523397,RED,,,,,,,,
12386,XS785596b,338.1630426,339.1703276,COC=1C=CC=C(C1)C(=O)NC(CN2CCCC2=O)C=3C=CC=CC3,GREEN,11.282,11.849,1.134,0.567,11.5655,21.564,22.698,1.052587646,single,,,,,,,,,GREEN,15.203,16.552,2.698,1.349,15.8775,29.406,33.104,1.125756648,GREEN,15.622,16.885,2.526,1.263,16.2535,30.244,32.77,1.083520698
12387,XS581946b,336.1698593,337.1771443,CC1=NN(N=C1C(=O)N2CCCC(C2)N3C=CC=N3)C=4C=CC=CC4,GREEN,14.788,15.453,1.33,0.665,15.1205,28.576,29.906,1.046542553,GREEN,13.262,13.814,1.104,0.552,13.538,25.524,26.628,1.043253409,GREEN,16.965,17.306,0.682,0.341,17.1355,32.93,34.612,1.051078044,GREEN,22.239,24.927,5.376,2.688,23.583,43.478,48.854,1.123648742
12388,XS848984a,337.179027,338.186312,CCC=1C=CC=2C(=COC2C1)CC(=O)NC3CCC4=NC(C)=CN4C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,7.453,7.665,0.424,0.212,7.559,13.906,14.33,1.030490436
12389,XS737753b,339.194677,340.201962,CC=1C=CC(=CC1)C2CCCN2C(=O)NCC=3C(=O)NC(C)=CC3C,single,,,,,,,,,single,,,,,,,,,GREEN,17.345,17.62,0.55,0.275,17.4825,33.69,35.24,1.046007717,GREEN,15.277,15.898,1.242,0.621,15.5875,29.554,30.796,1.042024768
12390,XS842214b,340.055149,341.062434,COC1=NSC=C1S(=O)(=O)N(C=2C=CC=CC2)C3CCOC3,single,,,,,,,,,single,,,,,,,,,GREEN,14.338,14.571,0.466,0.233,14.4545,27.676,29.142,1.052970082,GREEN,13.744,14.135,0.782,0.391,13.9395,26.488,27.27,1.029522803
12391,XS848978a,337.0062033,338.0134883,O=C(NCC1CCC(=O)O1)C2=CNC=3N=CC(Br)=CC23,single,,,,,,,,,single,,,,,,,,,GREEN,10.878,11.151,0.546,0.273,11.0145,20.756,22.302,1.074484486,single,,,,,,,,
12392,XS842000b,338.1354458,339.1427308,CN1N=C(C=2C=C(C=NC21)C(=O)NC3(C)CC=CCC3)C(F)(F)F,GREEN,15.248,16.296,2.096,1.048,15.772,29.496,31.592,1.071060483,single,,,,,,,,,single,,,,,,,,,GREEN,20.006,22.165,4.318,2.159,21.0855,39.012,43.33,1.110683892
12393,XS848975a,338.1994281,339.2067131,CCC=1C=CC(=CC1)NC(=O)CC2CN(CC=3C=CC=CC3)CCO2,GREEN,6.633,7.795,2.324,1.162,7.214,12.266,14.59,1.189466819,single,,,,,,,,,single,,,,,,,,,GREEN,8.29,9.51,2.44,1.22,8.9,15.58,18.02,1.15661104
12394,XS848983a,339.1695249,340.1768099,CC(CCNC(=O)CN1C=NC2=C(C=NN2C)C1=O)C=3C=CC=CC3,check,,,,,,,,,GREEN,11.879,12.213,0.668,0.334,12.046,22.758,23.426,1.029352316,GREEN,13.94,14.26,0.64,0.32,14.1,26.88,28.52,1.061011905,GREEN,19.731,22.73,5.998,2.999,21.2305,38.462,44.46,1.155946129
12395,XS848981a,339.1041478,340.1114328,CC(NC(=O)CN1N=C(C=CC1=O)C=2C=CC=CC2)C3=CC=CS3,RED,,,,,,,,,GREEN,12.28,12.842,1.124,0.562,12.561,23.56,24.684,1.04770798,GREEN,14.803,15.696,1.786,0.893,15.2495,28.606,31.392,1.097392155,GREEN,15.745,17.945,4.4,2.2,16.845,30.49,34.89,1.14430961
12396,XS848976a,337.1902604,338.1975454,CC1=NNC(C)=C1C2CCCCCN2C(=O)C=3C=CN4C=CN=C4C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12397,XS848972a,339.1495384,340.1568234,O=C(C=1C=C(NN1)C=2C=CC(F)=CC2)N3CCCC(C3)N4C=CC=N4,GREEN,14.458,15.581,2.246,1.123,15.0195,27.916,30.162,1.080455653,single,,,,,,,,,single,,,,,,,,,GREEN,23.512,23.891,0.758,0.379,23.7015,46.024,46.782,1.016469668
12398,XS848977a,337.1538748,338.1611598,COC=1C=CC=C(C1)C(NC(=O)NC=2C=CC=NC2)C3=NC=CN3C,single,,,,,,,,,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12399,XS848979a,338.1412616,339.1485466,CC(NC=1C=CC=C(C1)NS(C)(=O)=O)C2=NC(=NO2)C(C)(C)C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,10.37,10.571,0.402,0.201,10.4705,19.74,20.142,1.020364742
12400,XS784748b,340.1510959,341.1583809,OC1(CN2C=CN=N2)CCCN(CC=3C=CC=CC3C(F)(F)F)C1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12401,XS848982a,340.1059216,341.1132066,CC(=O)N1CC(OC=2C=CC=CC21)C(=O)NC=3C=CC=4OCOC4C3,check,,,,,,,,,GREEN,12.785,13.033,0.496,0.248,12.909,24.57,25.066,1.02018722,GREEN,17.423,18.96,3.074,1.537,18.1915,33.846,37.92,1.120368729,RED,,,,,,,,
12402,XS848980a,339.1616627,340.1689477,CCN(CCNC(=O)NC1CCS(=O)(=O)C1)C=2C=CC=C(C)C2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,6.152,7.415,2.526,1.263,6.7835,11.304,13.83,1.223460722
12403,XS841478b,339.1306948,340.1379798,CN1C=NC=2C(=NC(=NC21)NC(=O)C3CCC43CCC4)C(F)(F)F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,12.167,13.153,1.972,0.986,12.66,23.334,25.306,1.084511871
12404,XS842615b,338.0758844,339.0831694,COC=1C=CC=C2C1CCC2NS(=O)(=O)C=3SC(C)=NC3C,GREEN,11.551,11.763,0.424,0.212,11.657,22.102,22.526,1.019183784,GREEN,11.232,11.583,0.702,0.351,11.4075,21.464,22.166,1.032705926,GREEN,12.932,13.282,0.7,0.35,13.107,24.864,26.564,1.068371943,GREEN,14.612,15.679,2.134,1.067,15.1455,28.224,30.358,1.07560941
12405,XS838234b,340.1569116,341.1641966,C=CN1C=C(C=N1)CN2CCCC(C2)S(=O)(=O)N3CCOCC3,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
12406,XS836627b,340.1357823,341.1430673,COC=1C=CC=2CC(CCCC2C1)NC=3N=CN=C4SC(C)=NC34,GREEN,16.92,17.301,0.762,0.381,17.1105,32.84,33.602,1.02320341,check,,,,,,,,,single,,,,,,,,,GREEN,22.35,23.512,2.324,1.162,22.931,43.7,46.024,1.053180778
12407,XS848974a,337.1015609,338.1088459,CN(CCC#N)C(=O)CN1CCSCC1C=2C=CC(Cl)=CC2,GREEN,9.482,10.849,2.734,1.367,10.1655,17.964,20.698,1.152193275,RED,,,,,,,,,GREEN,11.799,12.062,0.526,0.263,11.9305,22.598,24.124,1.0675281,GREEN,14.288,17.372,6.168,3.084,15.83,27.576,33.744,1.223672759
12408,XS581990b,338.1742759,339.1815609,CC=1N=C2C(C(=O)NN2C)=C(C)C1CC(=O)NC(C)C=3C=CC=CC3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12409,XS842266b,341.185175,342.19246,CC1(C)CC(CCNC(=O)CC=2C=CC(=CC2)N3C=NN=C3)C(=O)N1,GREEN,7.756,9.424,3.336,1.668,8.59,14.512,17.848,1.229878721,single,,,,,,,,,single,,,,,,,,,GREEN,10.37,13.276,5.812,2.906,11.823,19.74,25.552,1.294427558
12410,XS836984b,341.1739416,342.1812266,NC1=CC(C(=O)NC(CCO)C=2C=CC=CC2)=C3CCCCN3C1=O,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,
12411,XS848988a,342.2055761,343.2128611,CC(C)C(=O)NCC1CCCN(C1)C(=O)C=2C=CC3=C(C2)N=CN3C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12412,XS848994a,343.200825,344.20811,CC=1C=CC=C(C1)OCCNC(=O)N2CCCC(C2)C3=NN=CN3C,GREEN,8.757,8.95,0.386,0.193,8.8535,16.514,16.9,1.023374107,GREEN,10.033,10.404,0.742,0.371,10.2185,19.066,19.808,1.038917445,GREEN,14.436,15.463,2.054,1.027,14.9495,27.872,30.926,1.109572331,GREEN,11.112,12.167,2.11,1.055,11.6395,21.224,23.334,1.099415756
12413,XS841425b,343.1532062,344.1604912,COC(=O)C=1C=CC=C2C1OCCN2C(=O)C(C)N3N=C(C)C=C3C,single,,,,,,,,,GREEN,10.462,10.707,0.49,0.245,10.5845,19.924,20.414,1.024593455,single,,,,,,,,,GREEN,12.617,14.536,3.838,1.919,13.5765,24.234,28.072,1.158372534
12414,XS848985a,341.2215605,342.2288455,CC=1N=C(C)N(N1)C2CCCN(C2)C(=O)CN(C)CC=3C=CC=CC3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12415,XS848990a,344.0160398,345.0233248,O=C(NC=1C=CC=C(Br)C1)C2CC(=O)NC=3C=CC=CC32,check,,,,,,,,,GREEN,11.138,11.46,0.644,0.322,11.299,21.276,21.92,1.030268848,GREEN,10.946,11.353,0.814,0.407,11.1495,20.892,22.706,1.086827494,GREEN,13.543,14.622,2.158,1.079,14.0825,26.086,28.244,1.082726367
12416,XS839122b,341.0867835,342.0940685,CC1(C)COC(CNS(=O)(=O)C=2C=CC=C3SC=NC23)CN1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12417,XS836602b,342.0885573,343.0958423,CC1CCCN(C1)S(=O)(=O)C=2C=C3OCCOC3=CC2[N+]([O-])=O,GREEN,16.111,16.394,0.566,0.283,16.2525,31.222,31.788,1.018128243,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
12418,XS848991a,343.1895917,344.1968767,CC(C)CN1CCOC(CNC(=O)C2=CC=3C=CC=CC3NC2=O)C1,single,,,,,,,,,GREEN,6.154,6.62,0.932,0.466,6.387,11.308,12.24,1.082419526,single,,,,,,,,,single,,,,,,,,
12419,XS848995a,342.1579572,343.1652422,CCCC(C)NC(=O)COC(=O)C=1C=CC=NC1OC=2C=CC=CC2,single,,,,,,,,,single,,,,,,,,,GREEN,17.423,17.708,0.57,0.285,17.5655,33.846,35.416,1.046386574,single,,,,,,,,
12420,XS848987a,344.1448676,345.1521526,CCC(CNC(=O)C=1C=CC2=NN=C(C(F)F)N2C1)C=3C=CC=CC3,single,,,,,,,,,GREEN,11.527,11.888,0.722,0.361,11.7075,22.054,22.776,1.032737825,GREEN,13.514,13.94,0.852,0.426,13.727,26.028,27.88,1.071154142,GREEN,11.886,12.167,0.562,0.281,12.0265,22.772,23.334,1.024679431
12421,XS159308d,341.1375561,342.1448411,CCOC(=O)CN1C(=NC=2C=CC=CC21)C(C)NC(=O)C3=CC=CO3,single,,,,,,,,,GREEN,8.935,9.335,0.8,0.4,9.135,16.87,17.67,1.047421458,single,,,,,,,,,RED,,,,,,,,
12422,XS848992a,344.0943114,345.1015964,CC(NC(=O)C1=NNC=2C=CC=CC12)C=3C=CC(=CC3)S(N)(=O)=O,single,,,,,,,,,GREEN,8.907,9.121,0.428,0.214,9.014,16.814,17.242,1.025454978,single,,,,,,,,,RED,,,,,,,,
12423,XS848998a,341.0262701,342.0335551,COC=1C=CC(=CC1Br)C(=O)OC(C)C(=O)NC2CC2,check,,,,,,,,,GREEN,10.338,10.548,0.42,0.21,10.443,19.676,20.096,1.021345802,GREEN,13.716,13.94,0.448,0.224,13.828,26.432,27.88,1.054782082,GREEN,13.028,16.665,7.274,3.637,14.8465,25.056,32.33,1.290309706
12424,XS837737b,343.1019998,344.1092848,CC(C=1C=C(F)C=CC1F)N(C)C(=O)C=2C=CC=3C(=O)C=COC3C2,GREEN,13.131,13.826,1.39,0.695,13.4785,25.262,26.652,1.055023355,single,,,,,,,,,GREEN,20.752,21.63,1.756,0.878,21.191,40.504,43.26,1.068042662,GREEN,18.575,21.377,5.604,2.802,19.976,36.15,41.754,1.155020747
12425,XS840898b,343.1354479,344.1427329,CN(C)C(=O)C(NC(=O)C=1C=CN2CCSCC12)C=3C=CC=CC3,check,,,,,,,,,single,,,,,,,,,GREEN,15.377,16.395,2.036,1.018,15.886,29.754,32.79,1.102036701,RED,,,,,,,,
12426,XS848993a,342.1691906,343.1764756,CCC(C)NC(=O)C1CCN(CC1)C=2OC(=NC2C#N)C3=CC=CO3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,14.879,15.144,0.53,0.265,15.0115,28.758,29.288,1.018429654
12427,XS841059b,342.9626243,343.9699093,CC(=O)N1CSCC1C2=NC(=NO2)C3=CC=C(Br)O3,check,,,,,,,,,check,,,,,,,,,GREEN,14.601,15.908,2.614,1.307,15.2545,28.202,31.816,1.12814694,GREEN,24.031,26.356,4.65,2.325,25.1935,47.062,51.712,1.098805831
12428,XS848986a,340.1786926,341.1859776,COC=1C=CC(=CC1)C2CCN(C2)C(=O)C=3N=CC=CC3OC(C)C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,
12429,XS848989a,342.1215717,343.1288567,O=C(NC=1C=CC=CC1C(=O)OC2CCCCNC2=O)C3=CC=CO3,RED,,,,,,,,,GREEN,11.897,12.261,0.728,0.364,12.079,22.794,23.522,1.031938229,RED,,,,,,,,,RED,,,,,,,,
